sat1_id,sat1_name,sat2_id,sat2_name,miss_distance_km,relative_velocity_km_s,bstar_1,bstar_2,target_risk_score
81102,OBJECT_81102,35848,OBJECT_35848,640.7423,14.948,0.0014501,0.00098957,0.0002
81102,OBJECT_81102,29842,OBJECT_29842,725.0032,13.628,0.0014501,0.00088387,0.0002
81102,OBJECT_81102,81311,OBJECT_81311,1087.4063,14.4748,0.0014501,9.6688e-05,0.0001
81102,OBJECT_81102,36045,OBJECT_36045,1429.824,13.7041,0.0014501,0.0011691,0.0002
81102,OBJECT_81102,35705,OBJECT_35705,336.4329,10.5156,0.0014501,0.0023799000000000003,0.0002
21423,OBJECT_21423,81102,OBJECT_81102,392.1457,6.2138,3.2724e-05,0.0014501,0.0001
81102,OBJECT_81102,35764,OBJECT_35764,3787.7643,12.6991,0.0014501,0.00093077,0.0002
81102,OBJECT_81102,37118,OBJECT_37118,2387.9303,13.9438,0.0014501,0.00079913,0.0002
81102,OBJECT_81102,38799,OBJECT_38799,1255.5881,13.6647,0.0014501,0.00043266,0.0002
81102,OBJECT_81102,31724,OBJECT_31724,891.2886,14.6761,0.0014501,0.0018242,0.0002
81102,OBJECT_81102,37089,OBJECT_37089,1498.1324,9.3824,0.0014501,0.0012542,0.0002
81102,OBJECT_81102,30843,OBJECT_30843,1143.5014,14.4462,0.0014501,0.00011266,0.0001
81102,OBJECT_81102,31475,OBJECT_31475,1719.0038,8.2948,0.0014501,0.00043274000000000003,0.0002
81102,OBJECT_81102,30944,OBJECT_30944,1017.6266,14.0443,0.0014501,9.6048e-05,0.0001
81102,OBJECT_81102,35140,OBJECT_35140,1896.1479,13.8853,0.0014501,9.365500000000001e-05,0.0001
81102,OBJECT_81102,34619,OBJECT_34619,548.731,4.6828,0.0014501,0.00016026000000000001,0.0
6155,OBJECT_06155,81102,OBJECT_81102,1216.3573,4.8983,0.0001004,0.0014501,0.0001
81102,OBJECT_81102,31892,OBJECT_31892,1980.2757,7.9572,0.0014501,0.00014099000000000002,0.0001
81102,OBJECT_81102,31558,OBJECT_31558,1048.6631,8.0626,0.0014501,0.00010218000000000001,0.0001
81102,OBJECT_81102,34122,OBJECT_34122,923.3176,11.6276,0.0014501,0.0009427,0.0002
20511,OBJECT_20511,81102,OBJECT_81102,536.8922,5.9577,3.1296e-05,0.0014501,0.0001
81102,OBJECT_81102,37988,OBJECT_37988,2066.5515,14.5336,0.0014501,0.00047613,0.0002
25861,OBJECT_25861,81102,OBJECT_81102,1518.9741,14.8379,5.528e-05,0.0014501,0.0001
81102,OBJECT_81102,35614,OBJECT_35614,379.6756,11.1893,0.0014501,0.00077912,0.0002
81102,OBJECT_81102,38169,OBJECT_38169,664.6833,15.363,0.0014501,0.00085784,0.0002
81102,OBJECT_81102,35440,OBJECT_35440,1676.6444,4.6664,0.0014501,0.00029932,0.0001
81102,OBJECT_81102,36211,OBJECT_36211,820.5005,14.3035,0.0014501,0.00013814,0.0001
81102,OBJECT_81102,89146,OBJECT_89146,1223.8533,10.5488,0.0014501,0.00067119,0.0002
81102,OBJECT_81102,34870,OBJECT_34870,2001.6498,11.9571,0.0014501,0.0010213,0.0002
81102,OBJECT_81102,82073,OBJECT_82073,1028.2669,14.5061,0.0014501,0.00035061,0.0002
81102,OBJECT_81102,31046,OBJECT_31046,459.2522,10.8821,0.0014501,0.0035303,0.0002
81102,OBJECT_81102,39109,OBJECT_39109,2742.4843,3.6854,0.0014501,0.00032230999999999997,0.0
81102,OBJECT_81102,35476,OBJECT_35476,909.159,13.7478,0.0014501,0.00093299,0.0002
81102,OBJECT_81102,31466,OBJECT_31466,1256.4795,10.6286,0.0014501,8.642e-05,0.0001
81102,OBJECT_81102,34972,OBJECT_34972,466.4134,14.0722,0.0014501,0.00082444,0.0002
81102,OBJECT_81102,31463,OBJECT_31463,1356.5953,15.012,0.0014501,0.00035115000000000005,0.0002
81102,OBJECT_81102,34014,OBJECT_34014,3180.8401,6.2324,0.0014501,0.00051103,0.0002
81102,OBJECT_81102,82043,OBJECT_82043,1516.7545,12.2929,0.0014501,0.0002566,0.0002
81102,OBJECT_81102,35829,OBJECT_35829,1500.2036,12.7211,0.0014501,0.0011266,0.0002
81102,OBJECT_81102,35180,OBJECT_35180,1667.566,9.4228,0.0014501,0.0019035,0.0002
81102,OBJECT_81102,30999,OBJECT_30999,329.4917,7.093,0.0014501,0.00029182000000000004,0.0002
81102,OBJECT_81102,31468,OBJECT_31468,1399.364,14.769,0.0014501,0.00016292000000000002,0.0001
81102,OBJECT_81102,85217,OBJECT_85217,779.3425,14.3323,0.0014501,0.00039978999999999997,0.0002
81102,OBJECT_81102,31419,OBJECT_31419,4289.1811,8.9736,0.0014501,0.0010339,0.0002
81102,OBJECT_81102,33862,OBJECT_33862,634.844,14.3615,0.0014501,0.00028796,0.0002
81102,OBJECT_81102,47119,OBJECT_47119,1104.3141,8.9043,0.0014501,0.0018747,0.0002
81102,OBJECT_81102,35809,OBJECT_35809,2425.2855,13.9064,0.0014501,0.0005930299999999999,0.0002
81102,OBJECT_81102,34540,OBJECT_34540,327.9037,11.6014,0.0014501,0.0011598000000000001,0.0002
81102,OBJECT_81102,47048,OBJECT_47048,509.5269,11.3979,0.0014501,0.00049905,0.0002
81102,OBJECT_81102,35611,OBJECT_35611,1321.6952,7.3579,0.0014501,0.0015651,0.0002
81102,OBJECT_81102,31384,OBJECT_31384,161.9897,11.605,0.0014501,0.0017666000000000001,0.0002
81102,OBJECT_81102,36390,OBJECT_36390,3077.385,10.7179,0.0014501,0.00057414,0.0002
41038,OBJECT_41038,81102,OBJECT_81102,1907.4688,15.1769,4.4589e-05,0.0014501,0.0001
81102,OBJECT_81102,34482,OBJECT_34482,4476.59,5.3871,0.0014501,0.0012288000000000002,0.0002
81102,OBJECT_81102,46435,OBJECT_46435,401.9619,5.2697,0.0014501,0.00057444,0.0001
81102,OBJECT_81102,34953,OBJECT_34953,1760.1846,14.0023,0.0014501,0.00045660000000000004,0.0002
81102,OBJECT_81102,33839,OBJECT_33839,1501.6457,4.5907,0.0014501,0.00016334000000000002,0.0
81102,OBJECT_81102,82698,OBJECT_82698,4371.2556,10.597,0.0014501,0.0013464000000000002,0.0002
81102,OBJECT_81102,30452,OBJECT_30452,525.1743,8.6943,0.0014501,0.0024098,0.0002
81102,OBJECT_81102,33911,OBJECT_33911,548.1767,9.0463,0.0014501,0.0012383,0.0002
81102,OBJECT_81102,35711,OBJECT_35711,1626.8172,4.5063,0.0014501,0.00010276000000000001,0.0
81102,OBJECT_81102,30070,OBJECT_30070,908.5213,14.8509,0.0014501,0.00048673,0.0002
81102,OBJECT_81102,35020,OBJECT_35020,515.3816,4.6225,0.0014501,0.00012495,0.0
81102,OBJECT_81102,31329,OBJECT_31329,1188.8018,15.5083,0.0014501,0.0008698900000000001,0.0002
81102,OBJECT_81102,31550,OBJECT_31550,1022.5749,14.6477,0.0014501,0.00025879,0.0002
81102,OBJECT_81102,35668,OBJECT_35668,2598.4525,3.5346,0.0014501,0.00016644,0.0
81102,OBJECT_81102,30291,OBJECT_30291,2402.1967,6.037,0.0014501,0.0012312,0.0002
81102,OBJECT_81102,38157,OBJECT_38157,419.9554,10.4361,0.0014501,0.00019892000000000003,0.0001
43641,OBJECT_43641,81102,OBJECT_81102,3211.4136,8.7552,5.2157e-05,0.0014501,0.0002
81102,OBJECT_81102,29972,OBJECT_29972,211.7053,15.5045,0.0014501,0.00057407,0.0002
81102,OBJECT_81102,33621,OBJECT_33621,3495.3814,7.717,0.0014501,0.00027017999999999996,0.0002
46265,OBJECT_46265,81102,OBJECT_81102,425.3663,8.163,6.3098e-06,0.0014501,0.0002
81102,OBJECT_81102,37044,OBJECT_37044,119.5045,13.8142,0.0014501,0.0015802,0.0002
81102,OBJECT_81102,35759,OBJECT_35759,1929.8551,3.6789,0.0014501,8.8486e-05,0.0
81102,OBJECT_81102,35014,OBJECT_35014,1955.3522,13.9395,0.0014501,0.0006781399999999999,0.0002
81102,OBJECT_81102,35167,OBJECT_35167,2068.3692,14.6737,0.0014501,0.00021012,0.0002
81102,OBJECT_81102,34728,OBJECT_34728,3600.6341,6.2996,0.0014501,0.00034260000000000003,0.0002
81102,OBJECT_81102,36490,OBJECT_36490,2719.3035,14.7151,0.0014501,0.00095684,0.0002
81102,OBJECT_81102,30523,OBJECT_30523,247.9263,13.6887,0.0014501,0.00017773,0.0001
81102,OBJECT_81102,34396,OBJECT_34396,3558.7891,12.9347,0.0014501,0.0010943,0.0002
81102,OBJECT_81102,40239,OBJECT_40239,1379.457,6.6928,0.0014501,8.555e-05,0.0001
81102,OBJECT_81102,31817,OBJECT_31817,468.7875,15.6646,0.0014501,0.0008489,0.0002
81102,OBJECT_81102,30539,OBJECT_30539,1558.9074,15.0772,0.0014501,0.00022431000000000003,0.0002
81102,OBJECT_81102,30206,OBJECT_30206,435.7521,14.9117,0.0014501,0.00030608,0.0002
81102,OBJECT_81102,36369,OBJECT_36369,1954.1153,12.9933,0.0014501,0.0007498200000000001,0.0002
81102,OBJECT_81102,32128,OBJECT_32128,547.5936,15.0273,0.0014501,0.00031122,0.0002
81102,OBJECT_81102,35229,OBJECT_35229,514.1913,13.9076,0.0014501,0.0037559,0.0002
81102,OBJECT_81102,34547,OBJECT_34547,2231.8898,11.9952,0.0014501,0.00090509,0.0002
81102,OBJECT_81102,31069,OBJECT_31069,529.5137,7.7962,0.0014501,0.00037377,0.0002
23343,OBJECT_23343,81102,OBJECT_81102,354.252,15.6802,5.1125e-05,0.0014501,0.0001
81102,OBJECT_81102,31381,OBJECT_31381,838.9709,14.2072,0.0014501,0.00016602,0.0001
81102,OBJECT_81102,35836,OBJECT_35836,591.0398,7.9452,0.0014501,0.0012745999999999999,0.0002
81102,OBJECT_81102,34626,OBJECT_34626,2881.4233,11.3914,0.0014501,0.00054733,0.0002
81102,OBJECT_81102,38827,OBJECT_38827,558.3274,15.5137,0.0014501,0.00037913000000000004,0.0002
81102,OBJECT_81102,30167,OBJECT_30167,180.9482,13.6236,0.0014501,0.00036322,0.0002
81102,OBJECT_81102,33676,OBJECT_33676,876.5678,15.6862,0.0014501,8.9072e-05,0.0001
81102,OBJECT_81102,30628,OBJECT_30628,454.8641,12.3658,0.0014501,0.001716,0.0002
25860,OBJECT_25860,81102,OBJECT_81102,1898.5308,14.222,6.488300000000001e-05,0.0014501,0.0002
81102,OBJECT_81102,31353,OBJECT_31353,2116.8156,11.3673,0.0014501,0.00040344999999999997,0.0002
81102,OBJECT_81102,29888,OBJECT_29888,453.7502,6.7684,0.0014501,0.00023407000000000001,0.0002
81102,OBJECT_81102,34560,OBJECT_34560,695.9124,10.5936,0.0014501,0.0012604,0.0002
81102,OBJECT_81102,30600,OBJECT_30600,855.3678,9.7299,0.0014501,0.0011198,0.0002
81102,OBJECT_81102,34271,OBJECT_34271,919.5247,5.5483,0.0014501,0.0010952000000000002,0.0002
81102,OBJECT_81102,30088,OBJECT_30088,743.1552,13.6877,0.0014501,0.0001346,0.0001
81102,OBJECT_81102,29835,OBJECT_29835,691.8089,10.9147,0.0014501,4.9537e-05,0.0001
81102,OBJECT_81102,31813,OBJECT_31813,263.6285,13.1749,0.0014501,0.00023108999999999998,0.0002
81102,OBJECT_81102,35716,OBJECT_35716,591.9721,4.985,0.0014501,7.194100000000001e-05,0.0
81102,OBJECT_81102,33992,OBJECT_33992,2506.0243,12.1989,0.0014501,0.00046009,0.0002
81102,OBJECT_81102,30008,OBJECT_30008,1017.1838,15.0196,0.0014501,0.001261,0.0002
81102,OBJECT_81102,34882,OBJECT_34882,1978.9505,4.8485,0.0014501,0.00010144,0.0
81102,OBJECT_81102,31555,OBJECT_31555,1450.9196,13.4965,0.0014501,0.00070621,0.0002
81102,OBJECT_81102,35195,OBJECT_35195,1715.2909,12.6048,0.0014501,0.00043369000000000003,0.0002
81102,OBJECT_81102,30895,OBJECT_30895,1438.9485,14.7633,0.0014501,0.00025284,0.0002
81102,OBJECT_81102,87304,OBJECT_87304,320.0468,10.2883,0.0014501,0.00017626,0.0001
39766,OBJECT_39766,81102,OBJECT_81102,2821.7275,13.2573,0.00010011,0.0014501,0.0003
81102,OBJECT_81102,31036,OBJECT_31036,764.3877,12.3954,0.0014501,0.00016605,0.0001
81102,OBJECT_81102,30492,OBJECT_30492,2128.7589,12.1673,0.0014501,0.0034053,0.0002
81102,OBJECT_81102,31917,OBJECT_31917,798.1025,14.2706,0.0014501,0.00013474,0.0001
81102,OBJECT_81102,31180,OBJECT_31180,276.1128,12.501,0.0014501,0.00026109,0.0002
81102,OBJECT_81102,32109,OBJECT_32109,2316.1377,7.5494,0.0014501,0.00021559000000000001,0.0002
81102,OBJECT_81102,31823,OBJECT_31823,1425.1036,12.5082,0.0014501,0.001665,0.0002
81102,OBJECT_81102,30967,OBJECT_30967,474.7028,12.7502,0.0014501,0.00034144000000000004,0.0002
81102,OBJECT_81102,31952,OBJECT_31952,2401.1955,12.0345,0.0014501,0.00032566,0.0002
81102,OBJECT_81102,36046,OBJECT_36046,1942.0215,6.3861,0.0014501,0.00019994999999999998,0.0001
81102,OBJECT_81102,30984,OBJECT_30984,73.0641,15.486,0.0014501,0.00040686,0.0002
81102,OBJECT_81102,35744,OBJECT_35744,3447.2741,13.6906,0.0014501,0.00082673,0.0002
81102,OBJECT_81102,34926,OBJECT_34926,1394.3154,14.7639,0.0014501,0.0014686,0.0002
81102,OBJECT_81102,33779,OBJECT_33779,2402.9397,8.7105,0.0014501,0.0005531399999999999,0.0002
81102,OBJECT_81102,35475,OBJECT_35475,488.6096,8.3235,0.0014501,0.0012195,0.0002
81102,OBJECT_81102,29988,OBJECT_29988,475.5847,12.9562,0.0014501,0.0008022000000000001,0.0002
81102,OBJECT_81102,34968,OBJECT_34968,827.2716,4.5054,0.0014501,7.0075e-05,0.0
81102,OBJECT_81102,33785,OBJECT_33785,1800.8211,14.5249,0.0014501,0.00049387,0.0002
81102,OBJECT_81102,32134,OBJECT_32134,733.5216,14.8805,0.0014501,0.00025684000000000004,0.0002
877,OBJECT_00877,81102,OBJECT_81102,1650.1925,11.1906,4.1812e-05,0.0014501,0.0002
81102,OBJECT_81102,36437,OBJECT_36437,725.5959,14.1535,0.0014501,0.00040788,0.0002
81102,OBJECT_81102,30755,OBJECT_30755,544.9261,14.5071,0.0014501,0.00022963,0.0002
81102,OBJECT_81102,36269,OBJECT_36269,2410.3312,12.7101,0.0014501,0.00031008,0.0002
81102,OBJECT_81102,31557,OBJECT_31557,809.8216,13.8299,0.0014501,0.00013166,0.0001
81102,OBJECT_81102,35061,OBJECT_35061,1985.4158,9.2919,0.0014501,0.00038995,0.0002
81102,OBJECT_81102,31559,OBJECT_31559,2455.717,13.6808,0.0014501,0.0007039,0.0002
81102,OBJECT_81102,34611,OBJECT_34611,1009.0612,12.26,0.0014501,0.0008912900000000001,0.0002
81102,OBJECT_81102,31507,OBJECT_31507,233.8093,15.6901,0.0014501,0.00032193,0.0002
81102,OBJECT_81102,30294,OBJECT_30294,611.7724,14.1688,0.0014501,0.00015590000000000002,0.0001
81102,OBJECT_81102,35982,OBJECT_35982,820.4599,12.9942,0.0014501,0.00024686,0.0002
81102,OBJECT_81102,31192,OBJECT_31192,844.8005,13.9398,0.0014501,0.00026273999999999997,0.0002
81102,OBJECT_81102,34635,OBJECT_34635,1559.2593,13.645,0.0014501,0.00052496,0.0002
81102,OBJECT_81102,34911,OBJECT_34911,1884.9113,5.3401,0.0014501,6.3005e-05,0.0
81102,OBJECT_81102,38060,OBJECT_38060,1774.5423,8.4278,0.0014501,0.00023608000000000003,0.0002
81102,OBJECT_81102,30221,OBJECT_30221,1135.0522,13.7937,0.0014501,0.00011237,0.0001
81102,OBJECT_81102,30624,OBJECT_30624,1218.5681,13.1533,0.0014501,0.0031698,0.0002
81102,OBJECT_81102,33982,OBJECT_33982,1822.2357,13.7137,0.0014501,0.00020198,0.0001
81102,OBJECT_81102,36371,OBJECT_36371,4434.373,10.6632,0.0014501,0.0016002,0.0002
81102,OBJECT_81102,34270,OBJECT_34270,2343.2984,9.5142,0.0014501,0.00048684,0.0002
81102,OBJECT_81102,30676,OBJECT_30676,2977.1884,10.3858,0.0014501,0.00061713,0.0002
81102,OBJECT_81102,38067,OBJECT_38067,695.4296,6.6728,0.0014501,0.00016988000000000002,0.0001
81102,OBJECT_81102,35091,OBJECT_35091,766.9738,12.9359,0.0014501,0.001774,0.0002
81102,OBJECT_81102,30123,OBJECT_30123,1421.3103,6.5532,0.0014501,0.00088453,0.0002
81102,OBJECT_81102,31389,OBJECT_31389,3334.4467,7.9387,0.0014501,0.0027052,0.0002
81102,OBJECT_81102,30067,OBJECT_30067,1645.3143,7.8536,0.0014501,0.00025559,0.0002
81102,OBJECT_81102,37101,OBJECT_37101,1155.1517,12.4124,0.0014501,0.00033492,0.0002
81102,OBJECT_81102,29767,OBJECT_29767,1265.8853,11.5202,0.0014501,0.0013747000000000002,0.0002
81102,OBJECT_81102,36497,OBJECT_36497,2598.6793,5.7794,0.0014501,0.00069384,0.0002
81102,OBJECT_81102,34343,OBJECT_34343,1481.2146,12.5184,0.0014501,0.0007753600000000001,0.0002
81102,OBJECT_81102,31955,OBJECT_31955,1186.7646,8.39,0.0014501,0.0011298999999999999,0.0002
81102,OBJECT_81102,35674,OBJECT_35674,1754.3925,11.2222,0.0014501,0.00066812,0.0002
81102,OBJECT_81102,30168,OBJECT_30168,531.606,14.9929,0.0014501,0.0010797,0.0002
81102,OBJECT_81102,34007,OBJECT_34007,453.5226,12.8256,0.0014501,0.00046911,0.0002
81102,OBJECT_81102,31905,OBJECT_31905,371.6579,14.8824,0.0014501,0.00043646,0.0002
81102,OBJECT_81102,37295,OBJECT_37295,344.7174,7.252,0.0014501,0.00033811999999999997,0.0002
81102,OBJECT_81102,31007,OBJECT_31007,379.4041,14.5176,0.0014501,0.0016663000000000001,0.0002
81102,OBJECT_81102,31484,OBJECT_31484,870.8618,14.798,0.0014501,0.0029620000000000002,0.0002
81102,OBJECT_81102,35786,OBJECT_35786,844.3271,14.3822,0.0014501,0.00046043,0.0002
81102,OBJECT_81102,33835,OBJECT_33835,1286.8895,12.3191,0.0014501,0.00039024999999999997,0.0002
81102,OBJECT_81102,31672,OBJECT_31672,632.9648,6.7053,0.0014501,0.0009258,0.0002
81102,OBJECT_81102,31807,OBJECT_31807,859.5996,10.2787,0.0014501,0.00041104000000000005,0.0002
81102,OBJECT_81102,30632,OBJECT_30632,655.2261,10.4831,0.0014501,0.0021834000000000003,0.0002
81102,OBJECT_81102,34883,OBJECT_34883,1555.7281,13.0802,0.0014501,0.0017461,0.0002
81102,OBJECT_81102,37531,OBJECT_37531,564.5251,5.6294,0.0014501,0.0014329,0.0002
81102,OBJECT_81102,37081,OBJECT_37081,904.482,10.3849,0.0014501,0.00094032,0.0002
81102,OBJECT_81102,29802,OBJECT_29802,857.5469,12.536,0.0014501,0.0018991,0.0002
81102,OBJECT_81102,31512,OBJECT_31512,1110.3753,8.2849,0.0014501,0.00028679,0.0002
81102,OBJECT_81102,34409,OBJECT_34409,3046.0716,11.046,0.0014501,0.00010221,0.0001
81102,OBJECT_81102,31497,OBJECT_31497,883.5886,14.0746,0.0014501,0.0001272,0.0001
81102,OBJECT_81102,38514,OBJECT_38514,746.6798,15.4484,0.0014501,0.0028344999999999998,0.0002
81102,OBJECT_81102,31376,OBJECT_31376,240.4438,10.7218,0.0014501,0.0010086000000000001,0.0002
81102,OBJECT_81102,30533,OBJECT_30533,1333.8522,11.1077,0.0014501,0.0019002,0.0002
81102,OBJECT_81102,47071,OBJECT_47071,1222.5922,5.8141,0.0014501,0.0035821,0.0002
81102,OBJECT_81102,29895,OBJECT_29895,1918.8601,11.9851,0.0014501,0.0006781399999999999,0.0002
81102,OBJECT_81102,36188,OBJECT_36188,635.4234,13.2217,0.0014501,0.0016533000000000001,0.0002
81102,OBJECT_81102,32357,OBJECT_32357,1000.7222,15.1623,0.0014501,0.00075,0.0002
81102,OBJECT_81102,30198,OBJECT_30198,1764.6587,11.611,0.0014501,0.0012554999999999999,0.0002
81102,OBJECT_81102,30531,OBJECT_30531,1163.6555,12.2577,0.0014501,0.0030304999999999998,0.0002
81102,OBJECT_81102,30763,OBJECT_30763,854.3544,13.6393,0.0014501,0.0029729,0.0002
81102,OBJECT_81102,31508,OBJECT_31508,712.2779,12.5617,0.0014501,0.001924,0.0002
81102,OBJECT_81102,37591,OBJECT_37591,2097.3922,12.4149,0.0014501,0.0031487,0.0002
81102,OBJECT_81102,41005,OBJECT_41005,2043.9225,14.8992,0.0014501,0.00069726,0.0002
81102,OBJECT_81102,35288,OBJECT_35288,889.6606,13.9721,0.0014501,0.00068602,0.0002
81102,OBJECT_81102,31001,OBJECT_31001,1293.3691,7.2576,0.0014501,0.00022556,0.0002
81102,OBJECT_81102,33899,OBJECT_33899,1268.6533,12.2848,0.0014501,0.00037238,0.0002
81102,OBJECT_81102,29933,OBJECT_29933,190.0675,12.439,0.0014501,0.0021199,0.0002
81102,OBJECT_81102,31808,OBJECT_31808,1425.7822,6.2592,0.0014501,0.0032973000000000004,0.0002
81102,OBJECT_81102,37326,OBJECT_37326,2669.4724,12.2791,0.0014501,0.00016178999999999998,0.0001
81102,OBJECT_81102,29892,OBJECT_29892,741.632,9.4234,0.0014501,0.0007596,0.0002
81102,OBJECT_81102,40235,OBJECT_40235,1523.956,12.6375,0.0014501,0.00047915,0.0002
81102,OBJECT_81102,31064,OBJECT_31064,1549.3177,14.2437,0.0014501,0.00022369,0.0002
81102,OBJECT_81102,35028,OBJECT_35028,468.8044,7.0108,0.0014501,4.4731e-05,0.0001
81102,OBJECT_81102,33730,OBJECT_33730,2118.9999,14.8505,0.0014501,0.0008973200000000001,0.0002
81102,OBJECT_81102,32162,OBJECT_32162,594.9731,14.0709,0.0014501,0.0011581,0.0002
81102,OBJECT_81102,33881,OBJECT_33881,959.4438,12.2358,0.0014501,0.0017374,0.0002
81102,OBJECT_81102,35718,OBJECT_35718,1315.1474,11.3234,0.0014501,0.0005491700000000001,0.0002
81102,OBJECT_81102,36247,OBJECT_36247,643.8894,15.287,0.0014501,0.00033378000000000005,0.0002
81102,OBJECT_81102,35160,OBJECT_35160,427.6205,11.7963,0.0014501,0.00019467,0.0001
81102,OBJECT_81102,36163,OBJECT_36163,2343.844,6.0692,0.0014501,0.0021637,0.0002
81102,OBJECT_81102,37967,OBJECT_37967,1476.2601,9.2444,0.0014501,0.0010948,0.0002
81102,OBJECT_81102,31146,OBJECT_31146,750.7222,10.9654,0.0014501,0.00021082999999999999,0.0002
81102,OBJECT_81102,36200,OBJECT_36200,178.0711,13.2111,0.0014501,0.0027083000000000003,0.0002
81102,OBJECT_81102,39777,OBJECT_39777,447.8194,7.6243,0.0014501,0.0010091,0.0002
81102,OBJECT_81102,31447,OBJECT_31447,774.1247,14.8466,0.0014501,8.3089e-05,0.0001
81102,OBJECT_81102,34857,OBJECT_34857,914.1416,11.5992,0.0014501,0.00045751,0.0002
81102,OBJECT_81102,34946,OBJECT_34946,1272.4499,12.6802,0.0014501,0.0003383,0.0002
81102,OBJECT_81102,35032,OBJECT_35032,1180.6424,13.9456,0.0014501,0.00054173,0.0002
81102,OBJECT_81102,34896,OBJECT_34896,624.2891,13.2288,0.0014501,0.00061016,0.0002
81102,OBJECT_81102,38135,OBJECT_38135,1393.1623,14.9301,0.0014501,0.00029989,0.0002
81102,OBJECT_81102,30301,OBJECT_30301,929.5022,9.6963,0.0014501,0.0027450000000000005,0.0002
81102,OBJECT_81102,31083,OBJECT_31083,276.5156,11.9397,0.0014501,0.0015884000000000002,0.0002
81102,OBJECT_81102,31148,OBJECT_31148,2258.0209,7.7491,0.0014501,0.0006183499999999999,0.0002
81102,OBJECT_81102,40792,OBJECT_40792,348.5312,13.9982,0.0014501,0.00047399000000000003,0.0002
81102,OBJECT_81102,30128,OBJECT_30128,1206.843,12.2807,0.0014501,0.002904,0.0002
81102,OBJECT_81102,46430,OBJECT_46430,983.6633,13.6547,0.0014501,0.0010656,0.0002
81102,OBJECT_81102,34477,OBJECT_34477,1383.7578,12.7199,0.0014501,0.00034250000000000003,0.0002
81102,OBJECT_81102,39585,OBJECT_39585,2976.0507,10.5177,0.0014501,0.00011241,0.0001
81102,OBJECT_81102,38173,OBJECT_38173,1036.3958,9.1392,0.0014501,0.00039368,0.0002
81102,OBJECT_81102,30193,OBJECT_30193,2171.5556,8.9952,0.0014501,0.00049207,0.0002
81102,OBJECT_81102,30248,OBJECT_30248,2426.8949,6.526,0.0014501,0.0023077,0.0002
81102,OBJECT_81102,34924,OBJECT_34924,1444.548,12.6138,0.0014501,0.00040441,0.0002
81102,OBJECT_81102,35773,OBJECT_35773,989.7509,12.544,0.0014501,0.0004077,0.0002
81102,OBJECT_81102,32181,OBJECT_32181,664.0658,11.2458,0.0014501,0.00057302,0.0002
81102,OBJECT_81102,31385,OBJECT_31385,991.5273,13.1996,0.0014501,7.801200000000001e-05,0.0001
81102,OBJECT_81102,35993,OBJECT_35993,1173.7884,11.7914,0.0014501,0.00051256,0.0002
81102,OBJECT_81102,32458,OBJECT_32458,1346.3693,14.4811,0.0014501,0.0009226,0.0002
81102,OBJECT_81102,33984,OBJECT_33984,3128.7415,13.1648,0.0014501,0.00055889,0.0002
81102,OBJECT_81102,35628,OBJECT_35628,662.0402,14.9308,0.0014501,0.00078854,0.0002
81102,OBJECT_81102,31615,OBJECT_31615,1141.7622,13.7952,0.0014501,0.001351,0.0002
81102,OBJECT_81102,35088,OBJECT_35088,849.405,14.1526,0.0014501,0.0022195,0.0002
81102,OBJECT_81102,30447,OBJECT_30447,1885.1777,6.8847,0.0014501,0.0013804,0.0002
81102,OBJECT_81102,47100,OBJECT_47100,1297.0886,7.3731,0.0014501,0.00086636,0.0002
81102,OBJECT_81102,34671,OBJECT_34671,2014.2084,11.2198,0.0014501,0.0011194,0.0002
81102,OBJECT_81102,35980,OBJECT_35980,2943.5767,12.1709,0.0014501,0.0008988199999999999,0.0002
81102,OBJECT_81102,40808,OBJECT_40808,1090.9574,9.6468,0.0014501,0.00098575,0.0002
81102,OBJECT_81102,35441,OBJECT_35441,1864.8003,9.7508,0.0014501,0.0011528,0.0002
81102,OBJECT_81102,31843,OBJECT_31843,7468.168,11.5478,0.0014501,0.0014365,0.0002
81102,OBJECT_81102,35455,OBJECT_35455,1478.5279,9.9207,0.0014501,0.00038197999999999997,0.0002
81102,OBJECT_81102,30374,OBJECT_30374,2013.3063,7.9963,0.0014501,0.0009186800000000001,0.0002
81102,OBJECT_81102,33826,OBJECT_33826,760.2867,13.509,0.0014501,0.0007852,0.0002
81102,OBJECT_81102,30514,OBJECT_30514,449.0955,15.6609,0.0014501,0.00044945,0.0002
81102,OBJECT_81102,34784,OBJECT_34784,2345.0291,11.8617,0.0014501,0.00032313999999999997,0.0002
81102,OBJECT_81102,37330,OBJECT_37330,1680.0415,9.4215,0.0014501,0.00022150000000000002,0.0002
81102,OBJECT_81102,34637,OBJECT_34637,766.1414,12.0019,0.0014501,0.00044379,0.0002
81102,OBJECT_81102,30814,OBJECT_30814,447.8817,15.3167,0.0014501,0.0014259,0.0002
81102,OBJECT_81102,33860,OBJECT_33860,1467.7099,15.2846,0.0014501,0.00063742,0.0002
81102,OBJECT_81102,33797,OBJECT_33797,292.8115,14.2084,0.0014501,0.00021755,0.0002
81102,OBJECT_81102,37019,OBJECT_37019,1011.6768,14.1982,0.0014501,0.00022700000000000002,0.0002
81102,OBJECT_81102,87650,OBJECT_87650,1079.2622,6.7715,0.0014501,0.0014195,0.0002
81102,OBJECT_81102,35890,OBJECT_35890,2244.0337,5.2469,0.0014501,0.00091267,0.0001
